disease	event	number	loc	state	Year	Month	Day
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	5	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	5	26
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	5	26
SCARLET FEVER	CASES	3	WORCESTER	MA	1907	5	26
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	5	26
DIPHTHERIA	CASES	26	WORCESTER	MA	1907	5	26
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	5	26
MEASLES	CASES	4	WORCESTER	MA	1907	5	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	4	WORCESTER	MA	1907	6	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	6	2
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	6	2
DIPHTHERIA	CASES	19	WORCESTER	MA	1907	6	2
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	6	2
MEASLES	CASES	3	WORCESTER	MA	1907	6	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	6	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	6	9
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	6	9
SCARLET FEVER	CASES	6	WORCESTER	MA	1907	6	9
DIPHTHERIA	CASES	39	WORCESTER	MA	1907	6	9
DIPHTHERIA	DEATHS	5	WORCESTER	MA	1907	6	9
MEASLES	CASES	1	WORCESTER	MA	1907	6	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	6	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	6	16
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	6	16
DIPHTHERIA	CASES	29	WORCESTER	MA	1907	6	16
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1907	6	16
MEASLES	CASES	3	WORCESTER	MA	1907	6	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1907	6	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1907	6	23
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1907	6	23
SCARLET FEVER	CASES	1	WORCESTER	MA	1907	6	23
DIPHTHERIA	CASES	26	WORCESTER	MA	1907	6	23
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	6	23
MEASLES	CASES	6	WORCESTER	MA	1907	6	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	6	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	6	30
SCARLET FEVER	CASES	3	WORCESTER	MA	1907	6	30
DIPHTHERIA	CASES	12	WORCESTER	MA	1907	6	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	7	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1907	7	7
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	7	7
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	7	7
DIPHTHERIA	CASES	14	WORCESTER	MA	1907	7	7
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	11	WORCESTER	MA	1907	7	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	7	14
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	7	14
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	7	14
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	7	14
DIPHTHERIA	CASES	9	WORCESTER	MA	1907	7	14
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	7	14
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	7	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1907	7	21
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1907	7	21
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	7	21
DIPHTHERIA	CASES	13	WORCESTER	MA	1907	7	21
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	7	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1907	7	28
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1907	7	28
SCARLET FEVER	CASES	3	WORCESTER	MA	1907	7	28
DIPHTHERIA	CASES	3	WORCESTER	MA	1907	7	28
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1907	8	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1907	8	4
SCARLET FEVER	CASES	3	WORCESTER	MA	1907	8	4
DIPHTHERIA	CASES	20	WORCESTER	MA	1907	8	4
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	8	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	8	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	8	11
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	8	11
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	8	11
DIPHTHERIA	CASES	27	WORCESTER	MA	1907	8	11
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1907	8	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	12	WORCESTER	MA	1907	8	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1907	8	18
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1907	8	18
SCARLET FEVER	CASES	3	WORCESTER	MA	1907	8	18
DIPHTHERIA	CASES	24	WORCESTER	MA	1907	8	18
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	8	18
MEASLES	CASES	1	WORCESTER	MA	1907	8	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	1	WORCESTER	MA	1907	8	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1907	8	25
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	8	25
SCARLET FEVER	CASES	5	WORCESTER	MA	1907	8	25
DIPHTHERIA	CASES	20	WORCESTER	MA	1907	8	25
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	8	25
MEASLES	CASES	2	WORCESTER	MA	1907	8	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	7	WORCESTER	MA	1907	9	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	9	1
TYPHOID FEVER [ENTERIC FEVER]	CASES	18	WORCESTER	MA	1907	9	1
SCARLET FEVER	CASES	1	WORCESTER	MA	1907	9	1
DIPHTHERIA	CASES	21	WORCESTER	MA	1907	9	1
DIPHTHERIA	DEATHS	4	WORCESTER	MA	1907	9	1
MEASLES	CASES	1	WORCESTER	MA	1907	9	1
MEASLES	DEATHS	1	WORCESTER	MA	1907	9	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	10	WORCESTER	MA	1907	9	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	9	8
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1907	9	8
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1907	9	8
SCARLET FEVER	CASES	5	WORCESTER	MA	1907	9	8
DIPHTHERIA	CASES	28	WORCESTER	MA	1907	9	8
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1907	9	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	10	WORCESTER	MA	1907	9	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1907	9	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1907	9	15
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	9	15
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	9	15
DIPHTHERIA	CASES	28	WORCESTER	MA	1907	9	15
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	9	15
MEASLES	CASES	1	WORCESTER	MA	1907	9	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1907	9	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	9	22
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1907	9	22
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	9	22
DIPHTHERIA	CASES	29	WORCESTER	MA	1907	9	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	1	WORCESTER	MA	1907	9	29
TYPHOID FEVER [ENTERIC FEVER]	CASES	4	WORCESTER	MA	1907	9	29
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	9	29
DIPHTHERIA	CASES	29	WORCESTER	MA	1907	9	29
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	9	29
MEASLES	CASES	2	WORCESTER	MA	1907	9	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	4	WORCESTER	MA	1907	10	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	10	6
TYPHOID FEVER [ENTERIC FEVER]	CASES	8	WORCESTER	MA	1907	10	6
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1907	10	6
SCARLET FEVER	CASES	5	WORCESTER	MA	1907	10	6
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	10	6
DIPHTHERIA	CASES	18	WORCESTER	MA	1907	10	6
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1907	10	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	7	WORCESTER	MA	1907	10	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	10	13
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1907	10	13
SCARLET FEVER	CASES	2	WORCESTER	MA	1907	10	13
DIPHTHERIA	CASES	19	WORCESTER	MA	1907	10	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1907	10	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1907	10	20
TYPHOID FEVER [ENTERIC FEVER]	CASES	6	WORCESTER	MA	1907	10	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1907	10	20
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	10	20
DIPHTHERIA	CASES	17	WORCESTER	MA	1907	10	20
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	10	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	10	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1907	10	27
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1907	10	27
SCARLET FEVER	CASES	6	WORCESTER	MA	1907	10	27
DIPHTHERIA	CASES	15	WORCESTER	MA	1907	10	27
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	10	27
MEASLES	CASES	2	WORCESTER	MA	1907	10	27
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1907	10	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	7	WORCESTER	MA	1907	11	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	11	3
TYPHOID FEVER [ENTERIC FEVER]	CASES	4	WORCESTER	MA	1907	11	3
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1907	11	3
SCARLET FEVER	CASES	4	WORCESTER	MA	1907	11	3
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	11	3
DIPHTHERIA	CASES	17	WORCESTER	MA	1907	11	3
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1907	11	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	11	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1907	11	10
TYPHOID FEVER [ENTERIC FEVER]	CASES	4	WORCESTER	MA	1907	11	10
SCARLET FEVER	CASES	5	WORCESTER	MA	1907	11	10
DIPHTHERIA	CASES	10	WORCESTER	MA	1907	11	10
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1907	11	10
MEASLES	CASES	7	WORCESTER	MA	1907	11	10
MEASLES	DEATHS	1	WORCESTER	MA	1907	11	10
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1907	11	10
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	1	WORCESTER	MA	1907	11	17
TYPHOID FEVER [ENTERIC FEVER]	CASES	5	WORCESTER	MA	1907	11	17
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	5	WORCESTER	MA	1907	11	17
SCARLET FEVER	CASES	9	WORCESTER	MA	1907	11	17
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	11	17
DIPHTHERIA	CASES	24	WORCESTER	MA	1907	11	17
MEASLES	CASES	5	WORCESTER	MA	1907	11	17
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1907	11	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1907	11	17
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	11	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	12	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1907	12	1
TYPHOID FEVER [ENTERIC FEVER]	CASES	4	WORCESTER	MA	1907	12	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1907	12	1
SCARLET FEVER	CASES	12	WORCESTER	MA	1907	12	1
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1907	12	1
DIPHTHERIA	CASES	11	WORCESTER	MA	1907	12	1
MEASLES	CASES	7	WORCESTER	MA	1907	12	1
MEASLES	DEATHS	1	WORCESTER	MA	1907	12	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1907	12	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	12	8
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	12	8
SCARLET FEVER	CASES	9	WORCESTER	MA	1907	12	8
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	12	8
DIPHTHERIA	CASES	15	WORCESTER	MA	1907	12	8
MEASLES	CASES	7	WORCESTER	MA	1907	12	8
MEASLES	DEATHS	2	WORCESTER	MA	1907	12	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	2	WORCESTER	MA	1907	12	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1907	12	15
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1907	12	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1907	12	15
SCARLET FEVER	CASES	5	WORCESTER	MA	1907	12	15
DIPHTHERIA	CASES	15	WORCESTER	MA	1907	12	15
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	12	15
MEASLES	CASES	10	WORCESTER	MA	1907	12	15
MEASLES	DEATHS	1	WORCESTER	MA	1907	12	15
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1907	12	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	3	WORCESTER	MA	1907	12	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1907	12	22
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1907	12	22
SCARLET FEVER	CASES	11	WORCESTER	MA	1907	12	22
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1907	12	22
DIPHTHERIA	CASES	18	WORCESTER	MA	1907	12	22
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	12	22
MEASLES	CASES	2	WORCESTER	MA	1907	12	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1907	12	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1907	12	29
SCARLET FEVER	CASES	19	WORCESTER	MA	1907	12	29
SCARLET FEVER	DEATHS	4	WORCESTER	MA	1907	12	29
DIPHTHERIA	CASES	12	WORCESTER	MA	1907	12	29
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1907	12	29
MEASLES	CASES	10	WORCESTER	MA	1907	12	29
MEASLES	DEATHS	1	WORCESTER	MA	1907	12	29
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1907	12	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	15	WORCESTER	MA	1908	1	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1908	1	5
SCARLET FEVER	CASES	16	WORCESTER	MA	1908	1	5
SCARLET FEVER	DEATHS	3	WORCESTER	MA	1908	1	5
DIPHTHERIA	CASES	12	WORCESTER	MA	1908	1	5
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1908	1	5
MEASLES	CASES	10	WORCESTER	MA	1908	1	5
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1908	1	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	8	WORCESTER	MA	1908	1	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1908	1	12
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1908	1	12
SCARLET FEVER	CASES	33	WORCESTER	MA	1908	1	12
SCARLET FEVER	DEATHS	3	WORCESTER	MA	1908	1	12
DIPHTHERIA	CASES	18	WORCESTER	MA	1908	1	12
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	1	12
MEASLES	CASES	4	WORCESTER	MA	1908	1	12
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1908	1	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	7	WORCESTER	MA	1908	1	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1908	1	19
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1908	1	19
SCARLET FEVER	CASES	27	WORCESTER	MA	1908	1	19
SCARLET FEVER	DEATHS	6	WORCESTER	MA	1908	1	19
DIPHTHERIA	CASES	14	WORCESTER	MA	1908	1	19
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1908	1	19
MEASLES	CASES	14	WORCESTER	MA	1908	1	19
MEASLES	DEATHS	2	WORCESTER	MA	1908	1	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1908	1	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1908	1	26
SCARLET FEVER	CASES	15	WORCESTER	MA	1908	1	26
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1908	1	26
DIPHTHERIA	CASES	25	WORCESTER	MA	1908	1	26
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1908	1	26
MEASLES	CASES	14	WORCESTER	MA	1908	1	26
MEASLES	DEATHS	1	WORCESTER	MA	1908	1	26
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1908	1	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1908	2	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1908	2	2
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1908	2	2
SCARLET FEVER	CASES	11	WORCESTER	MA	1908	2	2
DIPHTHERIA	CASES	17	WORCESTER	MA	1908	2	2
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	2	2
MEASLES	CASES	10	WORCESTER	MA	1908	2	2
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1908	2	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	8	WORCESTER	MA	1908	2	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	5	WORCESTER	MA	1908	2	9
SCARLET FEVER	CASES	21	WORCESTER	MA	1908	2	9
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	2	9
DIPHTHERIA	CASES	14	WORCESTER	MA	1908	2	9
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	2	9
MEASLES	CASES	6	WORCESTER	MA	1908	2	9
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1908	2	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	10	WORCESTER	MA	1908	2	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1908	2	16
SCARLET FEVER	CASES	13	WORCESTER	MA	1908	2	16
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	2	16
DIPHTHERIA	CASES	12	WORCESTER	MA	1908	2	16
MEASLES	CASES	15	WORCESTER	MA	1908	2	16
MEASLES	DEATHS	1	WORCESTER	MA	1908	2	16
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1908	2	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1908	2	23
SCARLET FEVER	CASES	18	WORCESTER	MA	1908	2	23
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	2	23
DIPHTHERIA	CASES	13	WORCESTER	MA	1908	2	23
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	2	23
MEASLES	CASES	14	WORCESTER	MA	1908	2	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	9	WORCESTER	MA	1908	3	1
SCARLET FEVER	CASES	10	WORCESTER	MA	1908	3	1
DIPHTHERIA	CASES	9	WORCESTER	MA	1908	3	1
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	3	1
MEASLES	CASES	28	WORCESTER	MA	1908	3	1
MEASLES	DEATHS	1	WORCESTER	MA	1908	3	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	11	WORCESTER	MA	1908	3	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1908	3	8
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1908	3	8
SCARLET FEVER	CASES	6	WORCESTER	MA	1908	3	8
DIPHTHERIA	CASES	14	WORCESTER	MA	1908	3	8
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1908	3	8
MEASLES	CASES	32	WORCESTER	MA	1908	3	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	12	WORCESTER	MA	1908	3	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1908	3	15
SCARLET FEVER	CASES	7	WORCESTER	MA	1908	3	15
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	3	15
DIPHTHERIA	CASES	13	WORCESTER	MA	1908	3	15
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1908	3	15
MEASLES	CASES	26	WORCESTER	MA	1908	3	15
MEASLES	DEATHS	2	WORCESTER	MA	1908	3	15
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1908	3	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	12	WORCESTER	MA	1908	3	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1908	3	22
TYPHOID FEVER [ENTERIC FEVER]	CASES	2	WORCESTER	MA	1908	3	22
SCARLET FEVER	CASES	9	WORCESTER	MA	1908	3	22
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	3	22
DIPHTHERIA	CASES	11	WORCESTER	MA	1908	3	22
DIPHTHERIA	DEATHS	3	WORCESTER	MA	1908	3	22
MEASLES	CASES	28	WORCESTER	MA	1908	3	22
MEASLES	DEATHS	1	WORCESTER	MA	1908	3	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1908	3	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1908	3	29
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	2	WORCESTER	MA	1908	3	29
SCARLET FEVER	CASES	10	WORCESTER	MA	1908	3	29
DIPHTHERIA	CASES	11	WORCESTER	MA	1908	3	29
DIPHTHERIA	DEATHS	1	WORCESTER	MA	1908	3	29
MEASLES	CASES	59	WORCESTER	MA	1908	3	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1908	4	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1908	4	5
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1908	4	5
SCARLET FEVER	CASES	11	WORCESTER	MA	1908	4	5
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1908	4	5
DIPHTHERIA	CASES	13	WORCESTER	MA	1908	4	5
DIPHTHERIA	DEATHS	2	WORCESTER	MA	1908	4	5
MEASLES	CASES	38	WORCESTER	MA	1908	4	5
MEASLES	DEATHS	1	WORCESTER	MA	1908	4	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	6	WORCESTER	MA	1908	4	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1908	4	12
TYPHOID FEVER [ENTERIC FEVER]	CASES	3	WORCESTER	MA	1908	4	12
SCARLET FEVER	DEATHS	2	WORCESTER	MA	1908	4	12
DIPHTHERIA	CASES	8	WORCESTER	MA	1908	4	12
MEASLES	CASES	16	WORCESTER	MA	1908	4	12
MEASLES	DEATHS	2	WORCESTER	MA	1908	4	12
DIPHTHERIA	CASES	11	WORCESTER	MA	1908	4	19
MEASLES	CASES	37	WORCESTER	MA	1908	4	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	14	WORCESTER	MA	1908	4	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	7	WORCESTER	MA	1908	4	26
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	1	WORCESTER	MA	1908	4	26
SCARLET FEVER	CASES	6	WORCESTER	MA	1908	4	26
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	4	26
DIPHTHERIA	CASES	10	WORCESTER	MA	1908	4	26
MEASLES	CASES	22	WORCESTER	MA	1908	4	26
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1908	4	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	CASES	5	WORCESTER	MA	1908	5	3
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	8	WORCESTER	MA	1908	5	3
SCARLET FEVER	CASES	7	WORCESTER	MA	1908	5	3
SCARLET FEVER	DEATHS	1	WORCESTER	MA	1908	5	3
DIPHTHERIA	CASES	13	WORCESTER	MA	1908	5	3
